id,name,type,mana,attack,hp,faction,rarity,setName,description
11,Silverguard Knight,Minion,3.0,1.0,5.0,Lyonar,Basic,Core,<b>Provoke</b><br/><b>Zeal</b>: Gains +2 Attack
10009,Silvertongue Corsair,Minion,3.0,3.0,3.0,Neutral,Rare,Core,Takes no damage from Generals.
253,Simulacra Obelysk,Structure,3.0,0.0,7.0,Vetruvian,Legendary,Immortal,"<b>Build</b>: (2).<br/><b>Summon Dervish</b><br/>When this minion is built, start building another on a nearby space."
343,Skullprophet,Minion,3.0,3.0,3.0,Abyssian,Rare,Unearthed,<b>Sentinel</b>: General attacks.<br/>The enemy General has -1 Attack.
20187,Sky Burial,Spell,3.0,N/A,N/A,Lyonar,Rare,ShimZar,Destroy a minion that is not nearby any General.
251,Skyppy,Minion,3.0,3.0,3.0,Vetruvian,Common,Immortal,<b>Dying Wish</b>: Put a random legendary artifact from your opponent's Faction into your action bar.
30001,Skywind Glaives,Artifact,3.0,N/A,N/A,Lyonar,Epic,Core,Friendly minions nearby your General gain +2 Attack.
11035,Skywing,Minion,3.0,3.0,3.0,Neutral,Rare,Core,<b>Flying</b><br/>Your other minions with <b>Flying</b> cost 1 less.
529,Snow Rippler,Vespyr,3.0,3.0,4.0,Vanar,Common,ShimZar,"<b>Infiltrate</b>: Whenever this minion damages a General, put a random Battle Pet into your action bar."
30015,Snowpiercer,Artifact,3.0,N/A,N/A,Vanar,Basic,Core,Your General gains +3 Attack.
11058,Soboro,Minion,3.0,2.0,4.0,Neutral,Epic,ShimZar,"Whenever this damages a neutral minion, destroy that minion."
19049,Sojourner,Minion,3.0,1.0,5.0,Neutral,Rare,Core,"Whenever this minion deals damage, draw a card."
35,Sol Pontiff,Golem,3.0,1.0,4.0,Lyonar,Epic,Ancients,<b>Zeal</b>: Your Golems have +2 Attack.
10992,Songweaver,Minion,3.0,3.0,3.0,Neutral,Common,Core,<b>Opening Gambit</b>: Give a nearby friendly minion +1/+1.
30002,Soul Grimwar,Artifact,3.0,N/A,N/A,Abyssian,Legendary,Core,"Your General gains, ""<b>Deathwatch</b>: Gains +2 Attack."""
135,Sparrowhawk,Arcanyst,3.0,3.0,2.0,Songhai,Common,Ancients,<b>Bond</b>: Put a Mist Dragon Seal into your action bar.
20328,Substitution,Spell,3.0,N/A,N/A,Songhai,Epic,Immortal,Switch positions between a friendly minion and your General.
10301,Sun Seer,Arcanyst,3.0,2.0,4.0,Neutral,Common,Core,"Whenever this minion deals damage, restore 2 Health to your General."
29,Sunforge Lancer,Minion,3.0,2.0,4.0,Lyonar,Epic,Core,"Whenever anything is healed, give your General +1 Attack."
48,Surgeforger,Minion,3.0,2.0,2.0,Lyonar,Legendary,Immortal,"Whenever you summon a minion nearby this minion, give them both +1/+1."
19005,Sword of MECHAZ0R,Mech,3.0,3.0,3.0,Neutral,Rare,Core,<b>Frenzy</b><br/><b>Opening Gambit</b>: Progresses MECHAZ0R build by +20%.
10954,Sworn Avenger,Minion,3.0,1.0,3.0,Neutral,Epic,Core,"<b>Ranged</b><br/>Whenever your General takes damage, this minion gains +1 Attack."
10974,Syvrel the Exile,Minion,3.0,1.0,4.0,Neutral,Epic,Core,<b>Ranged</b><br/>Minions damaged by Syvrel are pulled in front of him.
20234,Tectonic Spikes,Spell,3.0,N/A,N/A,Magmar,Rare,Ancients,Both players draw 3 cards. Deal 3 damage to both Generals.
437,Terradon,Minion,3.0,2.0,8.0,Magmar,Common,Unearthed,
30035,The Dredger,Artifact,3.0,N/A,N/A,Vanar,Legendary,Unearthed,"Whenever your General damages an enemy, randomly teleport them to your starting side of the battlefield."
30030,The Releaser,Artifact,3.0,N/A,N/A,Abyssian,Rare,Ancients,"When this artifact breaks, summon a random friendly non-token minion destroyed this game nearby."
429,Thraex,Minion,3.0,2.0,4.0,Magmar,Common,Ancients,<b>Blood Surge</b>: All friendly minions gain +1 Attack (including itself).
20314,Thunderbomb,Spell,3.0,N/A,N/A,Songhai,Common,Immortal,Deal 3 damage to an enemy and 1 damage to all enemies around it.
20078,Time Maelstrom,Spell,3.0,N/A,N/A,Vetruvian,Legendary,Core,Reactivate your General.
132,Twilight Fox,Minion,3.0,3.0,3.0,Songhai,Legendary,Ancients,<b>Blood Surge</b>: Teleport a random enemy to the space behind your General.
30017,Twin Fang,Artifact,3.0,N/A,N/A,Magmar,Legendary,Core,"Whenever a friendly minion or your General takes damage, your General gains +2 Attack."
20082,Twin Strike,Spell,3.0,N/A,N/A,Songhai,Common,Core,Deal 2 damage to exactly two random enemy minions. Draw a card at end of turn.
30033,Unbounded Energy Amulet,Artifact,3.0,N/A,N/A,Songhai,Legendary,Unearthed,Your General gains +1 Attack.<br/>Your General may move an additional space.
20338,Upper Hand,Spell,3.0,N/A,N/A,Magmar,Rare,Immortal,Deal 1 damage to an enemy minion for each card in your opponent's action bar.
10960,Venom Toth,Minion,3.0,3.0,3.0,Neutral,Epic,Core,"Whenever your opponent summons a minion, deal 1 damage to the enemy General."
47,Vigilator,Minion,3.0,3.0,4.0,Lyonar,Common,Immortal,"<b>Build</b>: (1).<br/>When this minion is built, give nearby friendly minions +3 Health."
417,Vindicator,Minion,3.0,1.0,3.0,Magmar,Legendary,Core,"Whenever your opponent draws a card, this minion gains +2/+2."
10982,Void Hunter,Minion,3.0,4.0,2.0,Neutral,Common,Core,<b>Dying Wish</b>: Draw a card.
20205,Void Steal,Spell,3.0,N/A,N/A,Abyssian,Rare,ShimZar,Give an enemy minion -3 Attack. Nearby friendly minions gain +3 Attack.
350,Void Talon,Minion,3.0,6.0,1.0,Abyssian,Common,Immortal,<b>Build</b>: (1).
134,Whiplash,Minion,3.0,4.0,3.0,Songhai,Common,Ancients,<b>Blood Surge</b>: Deal 2 damage to the enemy General.
109,Widowmaker,Minion,3.0,2.0,3.0,Songhai,Basic,Core,<b>Ranged</b>
11105,Wild Tahr,Minion,3.0,2.0,4.0,Neutral,Common,Unearthed,"<b>Frenzy</b><br/>Whenever an enemy attacks, this minion gains +3 Attack until the end of your turn."
30008,Wildfire Ankh,Artifact,3.0,N/A,N/A,Vetruvian,Epic,Core,Your General gains <b>Blast</b>.
11007,Wind Runner,Minion,3.0,3.0,3.0,Neutral,Rare,Core,"After this minion moves, give all friendly minions around it +1/+1."
19010,Wind Stopper,Minion,3.0,1.0,7.0,Neutral,Common,Core,Ranged attackers must attack this minion first.
216,Windstorm Obelysk,Structure,3.0,0.0,6.0,Vetruvian,Common,Core,<b>Summon Dervish</b><br/>Your dervishes have +1 Health.
11020,Wings of Paradise,Minion,3.0,3.0,3.0,Neutral,Common,Core,"<b>Flying</b><br/>Whenever you replace a card, this minion gains +2 Attack this turn."
20362,Wither,Spell,3.0,N/A,N/A,Vetruvian,Rare,Mythron,An enemy minion disappears at the start of your next turn.
511,Wolfraven,Minion,3.0,1.0,4.0,Vanar,Common,Core,<b>Flying</b><br/><b>Infiltrate</b>: Gain +3 Attack.
20089,Wraithling Fury,Spell,3.0,N/A,N/A,Abyssian,Epic,Core,Give a friendly Wraithling minion +4/+4.
20072,Wraithling Swarm,Spell,3.0,N/A,N/A,Abyssian,Basic,Core,Summon three 1/1 Wraithlings nearby each other.
345,Xerroloth,Minion,3.0,3.0,2.0,Abyssian,Rare,Unearthed,"<b>Sentinel</b>: Spell cast.<br/>Whenever your opponent casts a spell, put a 4/4 Fiend into your action bar."
11004,Yun,Battle Pet,3.0,5.0,4.0,Neutral,Common,ShimZar,
235,Zephyr,Minion,3.0,3.0,3.0,Vetruvian,Common,Ancients,<b>Blood Surge</b>: Your General gains <b>Frenzy</b> this turn.
11059,Zukong,Minion,3.0,3.0,4.0,Neutral,Legendary,ShimZar,You control your Battle Pets.
309,Abyssal Juggernaut,Minion,4.0,3.0,3.0,Abyssian,Common,Core,This minion has +1/+1 for each friendly <b>Shadow Creep</b>.
20357,Accumulonimbus,Spell,4.0,N/A,N/A,Vetruvian,Common,Mythron,<b>Intensify</b>: Summon 2 Wind Dervishes nearby your General.
30012,Adamantite Claws,Artifact,4.0,N/A,N/A,Magmar,Basic,Core,Your General gains +4 Attack.
231,Allomancer,Minion,4.0,4.0,3.0,Vetruvian,Epic,ShimZar,<b>Dying Wish</b>: Summon a random Obelysk on this space.
20100,Ancestral Divination,Spell,4.0,N/A,N/A,Songhai,Common,Core,Draw a card for each friendly minion.
30018,Arclyte Regalia,Artifact,4.0,N/A,N/A,Lyonar,Legendary,Core,"Your General gains +2 Attack. The first time your General takes damage each turn, prevent 2 of it."
11033,Arrow Whistler,Minion,4.0,2.0,4.0,Neutral,Common,Core,<b>Ranged</b><br/>Your other minions with <b>Ranged</b> get +1 Attack.
10961,Artifact Hunter,Minion,4.0,3.0,3.0,Neutral,Epic,Core,<b>Opening Gambit</b>: Draw a random artifact from your deck.
20145,Aspect of the Wyrm,Spell,4.0,N/A,N/A,Vanar,Epic,Core,Transform ANY minion into a 4/4 Whyte Drake with <b>Flying</b>. Nearby friendly minions gain <b>Flying</b>.
20136,Avalanche,Spell,4.0,N/A,N/A,Vanar,Basic,Core,Deal 4 damage to everything on your starting side of the battlefield and <b>Stun</b> them.
155,Bakezori,Minion,4.0,2.0,6.0,Songhai,Epic,Mythron,"Whenever this minion is moved for any reason, draw a card."
249,Barren Shrike,Minion,4.0,5.0,5.0,Vetruvian,Common,Immortal,<b>Build</b>: (2).<br/><b>Blast</b>
453,Beastclad Hunter,Minion,4.0,3.0,6.0,Magmar,Rare,Mythron,Takes no damage from minions with less Attack.
11006,Black Locust,Minion,4.0,2.0,2.0,Neutral,Legendary,Core,"<b>Flying</b><br/>After this minion moves, summon a Black Locust nearby."
20298,Blinding Snowstorm,Spell,4.0,N/A,N/A,Vanar,Common,Unearthed,Deal 1 damage to all enemies. Those enemies can only move 1 space next turn.
11043,Blistering Skorn,Minion,4.0,4.0,5.0,Neutral,Common,Core,<b>Opening Gambit</b>: Deal 1 damage to everything (including itself).
20297,Blood Rage,Spell,4.0,N/A,N/A,Magmar,Common,Unearthed,Give a friendly minion +1/+1 for each time damage was dealt this turn.
11122,Bloodsworn Gambler,Minion,4.0,2.0,3.0,Neutral,Epic,Unearthed,"<b>Ranged</b><br/>Each time this minion attacks, it has a 50% chance to attack again, attacking a random enemy."
310,Bloodtide Priestess,Minion,4.0,3.0,3.0,Abyssian,Rare,Core,<b>Deathwatch</b>: Summon a Wraithling on a random nearby space.
20131,Breath Of The Unborn,Spell,4.0,N/A,N/A,Abyssian,Common,Core,Deal 2 damage to all enemy minions. Fully heal all friendly minions.
348,Cacophynos,Minion,4.0,6.0,3.0,Abyssian,Common,Immortal,<b>Dying Wish</b>: Destroy a random nearby enemy minion.
10989,Captain Hank Hart,Minion,4.0,2.0,4.0,Neutral,Epic,Core,"<b>Ranged</b><br/>Whenever this minion deals damage, restore that much Health to it. "
19006,Chassis of MECHAZ0R,Mech,4.0,2.0,4.0,Neutral,Epic,Core,<b>Forcefield</b><br/><b>Opening Gambit</b>: Progresses MECHAZ0R build by +20%.
160,Coalfist,Minion,4.0,4.0,4.0,Songhai,Common,Mythron,<b>Intensify</b>: Give a random nearby friendly minion +2 Attack this turn.
20240,Cobra Strike,Spell,4.0,N/A,N/A,Songhai,Epic,Ancients,Deal 3 damage to an enemy minion AND the enemy General.
20165,Cryogenesis,Spell,4.0,N/A,N/A,Vanar,Common,Core,Deal 4 damage to an enemy minion. Draw a Vespyr minion from your deck.
20069,Dark Seed,Spell,4.0,N/A,N/A,Abyssian,Rare,Core,Deal 1 damage to the enemy General for each card in the opponent's action bar.
20128,Decimate,Spell,4.0,N/A,N/A,Lyonar,Legendary,Core,Destroy ALL minions that are not nearby any General.
11086,Decimus,Minion,4.0,4.0,4.0,Neutral,Legendary,Core,"Whenever your opponent draws a card, deal 2 damage to the enemy General."
312,Deepfire Devourer,Minion,4.0,4.0,4.0,Abyssian,Common,Core,<b>Frenzy</b><br/><b>Opening Gambit</b>: Destroy friendly minions around it and gain +2/+2 for each minion.
557,Denadoro,Minion,4.0,4.0,5.0,Vanar,Legendary,Immortal,Your minions are always infiltrated.
341,Desolator,Minion,4.0,3.0,1.0,Abyssian,Legendary,Unearthed,<b>Opening Gambit</b>: Steal 2 Health from the enemy General.<br/><b>Dying Wish</b>: Return Desolator to your action bar.
10976,Dioltas,Minion,4.0,5.0,3.0,Neutral,Epic,Core,<b>Dying Wish</b>: Summon a 0/10 Tombstone minion with Provoke near your General.
428,Drogon,Minion,4.0,5.0,4.0,Magmar,Legendary,Ancients,<b>Blood Surge</b>: Double your General's Attack this turn.
419,Earth Sister Taygete,Minion,4.0,3.0,4.0,Magmar,Legendary,Core,"Whenever this minion takes damage, deal that much damage to all nearby enemies."
20117,Earth Sphere,Spell,4.0,N/A,N/A,Magmar,Common,Core,Restore 8 Health to your General.
20157,Egg Morph,Spell,4.0,N/A,N/A,Magmar,Rare,Core,"Turn a non-Egg minion into an Egg, or hatch an Egg."
407,Elucidator,Minion,4.0,5.0,4.0,Magmar,Rare,Core,<b>Rush</b><br/><b>Opening Gambit</b>: Deal 4 damage to your General.
10995,Emerald Rejuvenator,Minion,4.0,4.0,4.0,Neutral,Rare,Core,<b>Opening Gambit</b>: Restore 4 Health to BOTH Generals.
20391,Endless Hunt,Spell,4.0,N/A,N/A,Vanar,Rare,Mythron,Summon a 3/3 Vespyr Night Howler.<br/>Put an Endless Hunt into your action bar.
20077,Entropic Decay,Spell,4.0,N/A,N/A,Vetruvian,Basic,Core,Destroy an enemy minion nearby your General.
11091,Feralu,Minion,4.0,4.0,3.0,Neutral,Rare,Ancients,Friendly minions from any tribe have +1/+1.
10017,Fire Spitter,Minion,4.0,3.0,2.0,Neutral,Basic,Core,<b>Ranged</b>
11151,Fizzling Mystic,Minion,4.0,3.0,3.0,Neutral,Common,Mythron,<b>Opening Gambit</b>: Deal 2 damage to an enemy OR restore 2 Health to a friendly minion or General.
138,Flamewreath,Minion,4.0,2.0,4.0,Songhai,Common,Unearthed,"Whenever this minion is moved for any reason, it deals 2 damage to all enemies around it."
116,Four Winds Magi,Arcanyst,4.0,4.0,4.0,Songhai,Rare,Core,"Whenever you cast a spell, deal 1 damage to enemy General and restore 1 Health to your General"
19042,Frostbone Naga,Minion,4.0,3.0,3.0,Neutral,Common,Core,<b>Opening Gambit</b>: Deal 2 damage to everything around it.
20370,Gargantuan Growth,Spell,4.0,N/A,N/A,Magmar,Rare,Mythron,"Give a minion, ""Grow: +8/+8."""
353,Gate to the Undervault,Structure,4.0,0.0,0.0,Abyssian,Legendary,Immortal,<b>Build</b>: (3).<br/><b>Invulnerable</b><br/><b>Deathwatch</b>: Summon a random Demon nearby.
30020,Ghost Azalea,Artifact,4.0,N/A,N/A,Abyssian,Legendary,ShimZar,Your General gains +1 Attack for each friendly <b>Shadow Creep</b>.
445,Gigaloth,Minion,4.0,7.0,7.0,Magmar,Legendary,Immortal,"<b>Build</b>: (2).<br/>Whenever this minion attacks, other friendly minions gain +3/+3."
11057,Gnasher,Minion,4.0,3.0,3.0,Neutral,Common,ShimZar,<b>Dying Wish</b>: This minion deals 3 damage to all enemies around it.
403,Grimrock,Minion,4.0,3.0,4.0,Magmar,Common,Core,<b>Grow</b>: +2/+2
10978,Hailstone Golem,Golem,4.0,4.0,6.0,Neutral,Basic,Core,
458,Haruspex,Minion,4.0,7.0,6.0,Magmar,Legendary,Mythron,"Whenever this minion takes damage, your opponent draws a card."
456,Hatefurnace,Minion,4.0,5.0,4.0,Magmar,Mythron,Mythron,<b>Trial</b>: Give 7 minions on the battlefield +Attack by casting a spell.<br/><b>Destiny</b>: Minions summoned from your action bar gain <b>Rush</b> and <b>Frenzy</b>.
30011,Hexblade,Artifact,4.0,N/A,N/A,Vetruvian,Legendary,Core,"Your General gains +3 Attack. Whenever your General damages an enemy minion, its Attack becomes 1."
20067,Holy Immolation,Spell,4.0,N/A,N/A,Lyonar,Epic,Core,Restore 4 Health to a friendly minion. Deal 4 damage to enemies around it.
20344,Homeostatic Rebuke,Spell,4.0,N/A,N/A,Magmar,Epic,Immortal,ALL minions attack themselves.
11159,Hsuku,Minion,4.0,2.0,6.0,Neutral,Epic,Mythron,"At the end of any player's turn, give one of their minions a random buff and keyword (excluding Hsuku)."
542,Hydrogarm,Vespyr,4.0,3.0,3.0,Vanar,Epic,Immortal,<b>Blood Surge</b>: Deal 1 damage to enemy minions in this row and <b>Stun</b> them.
20325,Invincible,Spell,4.0,N/A,N/A,Lyonar,Epic,Immortal,Give a friendly minion with full Health +4/+4.
20186,Ironcliffe Heart,Spell,4.0,N/A,N/A,Lyonar,Epic,ShimZar,Transform a friendly minion into an Ironcliffe Guardian.
49,Ironcliffe Monument,Structure,4.0,0.0,10.0,Lyonar,Legendary,Immortal,"<b>Build</b>: (2).<br/>Whenever you summon a minion nearby this, transform that minion into an Ironcliffe Guardian."
120,Keshrai Fanblade,Minion,4.0,5.0,3.0,Songhai,Common,Core,"<b>Opening Gambit</b>: Next turn, opponent's spells cost 2 more to cast"
136,Kindling,Arcanyst,4.0,3.0,5.0,Songhai,Epic,Ancients,"Whenever you cast a spell, your Arcanyst minions gain +1 Attack."
10306,Lightbender,Arcanyst,4.0,3.0,3.0,Neutral,Rare,Core,<b>Opening Gambit</b>: Dispel ALL spaces around it.
11096,Loreweaver,Arcanyst,4.0,2.0,5.0,Neutral,Rare,Ancients,"Whenever you draw a spell, put a copy of it into your action bar."
20342,Lost in the Desert,Spell,4.0,N/A,N/A,Vetruvian,Epic,Immortal,Deal 6 damage to enemies that are not nearby another enemy.
8,Lysian Brawler,Minion,4.0,4.0,4.0,Lyonar,Basic,Core,<b>Celerity</b>
561,Malicious Wisp,Minion,4.0,4.0,3.0,Vanar,Epic,Mythron,<b>Opening Gambit</b>: Take a mana crystal from your opponent.<br/><b>Dying Wish</b>: Give back the mana crystal.
148,Manakite Drifter,Minion,4.0,3.0,3.0,Songhai,Common,Immortal,"<b>Build</b>: (2).<br/>When this minion is built, gain +2 mana this turn."
157,Massacre Artist,Minion,4.0,2.0,5.0,Songhai,Legendary,Mythron,"<b>Backstab</b>: (2).<br/>After this minion attacks and backstabs, all attacks are backstabs this turn."
11110,Matter Shaper,Minion,4.0,5.0,4.0,Neutral,Rare,Unearthed,<b>Opening Gambit</b>: Destroy an enemy artifact to put a random artifact from your faction into your action bar.
563,Meltwater Moose,Vespyr,4.0,6.0,7.0,Vanar,Common,Mythron,"When this minion is summoned, <b>Stun</b> it."
20156,Mind Steal,Spell,4.0,N/A,N/A,Magmar,Epic,Core,Steal a random minion from your opponent's deck and summon it.
10965,Mindwarper,Arcanyst,4.0,4.0,3.0,Neutral,Rare,Core,<b>Opening Gambit</b>: Gain a copy of a random spell from your opponent's action bar.
219,Mirage Master,Minion,4.0,1.0,1.0,Vetruvian,Epic,Core,<b>Opening Gambit</b>: This minion transforms into a copy of an enemy minion.
10988,Moebius,Arcanyst,4.0,3.0,5.0,Neutral,Epic,Core,"At the start of your turn, fully heal this minion and switch its Attack and Health."
340,Nekomata,Minion,4.0,4.0,2.0,Abyssian,Epic,Unearthed,<b>Dying Wish</b>: Draw two minions with <b>Dying Wish</b> from your deck.
11080,Night Watcher,Minion,4.0,2.0,4.0,Neutral,Epic,Core,"<b>Forcefield</b><br/>Whenever ANY player summons a minion with <b>Rush</b>, exhaust it."
336,Nightshroud,Arcanyst,4.0,5.0,1.0,Abyssian,Common,Ancients,<b>Bond</b>: Your General steals 1 Health from the enemy General for each other friendly Arcanyst.
440,Omniseer,Minion,4.0,4.0,5.0,Magmar,Rare,Unearthed,<b>Opening Gambit</b>: Turn a nearby friendly minion's space into <b>Primal Flourish</b>.
10305,Owlbeast Sage,Arcanyst,4.0,4.0,4.0,Neutral,Rare,Core,"Whenever you cast a spell, your Arcanyst minions gain +2 Health."
20193,Pandamonium,Spell,4.0,N/A,N/A,Songhai,Epic,ShimZar,Transform ALL minions into 0/2 Panddo that cannot be attacked until end of turn.
19027,Primus Shieldmaster,Minion,4.0,3.0,6.0,Neutral,Basic,Core,<b>Provoke</b>
441,Progenitor,Minion,4.0,5.0,4.0,Magmar,Legendary,Immortal,<b>Opening Gambit</b>: Each of your other non-Egg minions summon an Egg of itself behind itself.
20319,Pupabomb,Spell,4.0,N/A,N/A,Magmar,Epic,Immortal,Destroy a friendly Egg to deal 4 damage to enemies around it.
10991,"Purgatos, The Realmkeeper",Minion,4.0,3.0,4.0,Neutral,Epic,Core,"Whenever this minion deals damage, either deal 3 damage to the enemy General OR restore 3 Health to your General."
513,Razorback,Minion,4.0,4.0,3.0,Vanar,Rare,Core,<b>Opening Gambit</b>: Give all friendly minions +2 Attack this turn.
11106,Razorcrag Golem,Golem,4.0,10.0,3.0,Neutral,Common,Unearthed,
11150,Riftwalker,Minion,4.0,3.0,3.0,Neutral,Rare,Mythron,<b>Airdrop</b><br/><b>Intensify</b>: Deal 1 damage to everything around it.
435,Rizen,Minion,4.0,3.0,2.0,Magmar,Epic,Unearthed,"Whenever your opponent summons a minion, this minion summons an Egg of itself nearby."
10012,Saberspine Tiger,Minion,4.0,3.0,2.0,Neutral,Basic,Core,<b>Rush</b>
224,Sand Sister Saon,Minion,4.0,3.0,4.0,Vetruvian,Legendary,Core,Your General has +1 Attack.
11087,Sanguinar,Minion,4.0,5.0,4.0,Neutral,Rare,Ancients,Your Bloodbound Spell costs 1 less to activate.
20051,Shadow Nova,Spell,4.0,N/A,N/A,Abyssian,Basic,Core,Turn a 2x2 area into <b>Shadow Creep</b>.
324,Shadow Sister Kelaino,Minion,4.0,3.0,3.0,Abyssian,Legendary,Core,"Whenever an enemy takes damage, restore 1 Health to your General."
19044,Silhouette Tracer,Minion,4.0,2.0,6.0,Neutral,Common,Core,<b>Opening Gambit</b>: Teleport your General up to 3 spaces.
537,Sleet Dasher,Minion,4.0,3.0,6.0,Vanar,Rare,Ancients,"Whenever this minion destroys an enemy, reactivate it."
39,Solpiercer,Minion,4.0,3.0,4.0,Lyonar,Rare,Unearthed,<b>Zeal</b>: <b>Ranged</b>
10975,Spelljammer,Minion,4.0,3.0,5.0,Neutral,Legendary,Core,Each player draws an additional card at the end of their turns.
11078,Sphynx,Minion,4.0,5.0,4.0,Neutral,Legendary,Core,<b>Opening Gambit</b>: Put a Riddle in your opponent's action bar.
124,Storm Sister Alkyone,Minion,4.0,3.0,5.0,Songhai,Legendary,Core,Spells you cast that deal damage deal +1 damage.
11015,Sun Elemental,Minion,4.0,3.0,3.0,Neutral,Common,Core,<b>Opening Gambit</b>: Give two random friendly minions +2 Health.
24,Sun Sister Sterope,Minion,4.0,4.0,4.0,Lyonar,Legendary,Core,"Whenever anything is healed, put a True Strike into your action bar."
31,Sunbreaker,Minion,4.0,2.0,4.0,Lyonar,Rare,Ancients,<b>Forcefield</b>. Your Bloodbound Spell is Tempest.
22,Sunriser,Minion,4.0,3.0,4.0,Lyonar,Epic,Core,"Whenever anything is healed, deal 2 damage to all nearby enemies."
11028,Sunsteel Defender,Minion,4.0,4.0,3.0,Neutral,Rare,Core,<b>Forcefield</b>
20320,Sunstrike,Spell,4.0,N/A,N/A,Lyonar,Epic,Immortal,Deal 3 damage to enemies and restore 3 Health to friendly minions and Generals in a row.
16,Suntide Maiden,Minion,4.0,3.0,6.0,Lyonar,Common,Core,"<b>Zeal</b>: At the end of your turn, fully heal this minion."
11041,Sworn Sister L'Kian,Minion,4.0,2.0,4.0,Neutral,Legendary,Core,<b>Opening Gambit</b>: Add 2 random cards from your Faction to your action bar.
20381,Synaptic Arbitrage,Spell,4.0,N/A,N/A,Vetruvian,Epic,Mythron,Give your opponent a minion to take control of nearby enemy minions with less Attack.
11025,Tethermancer,Minion,4.0,1.0,6.0,Neutral,Rare,Core,<b>Provoke</b><br/>Dispel any minion that deals damage to this one.
19031,Thorn Needler,Minion,4.0,6.0,4.0,Neutral,Basic,Core,
20218,Thumping Wave,Spell,4.0,N/A,N/A,Magmar,Rare,ShimZar,"Give a minion +5 Attack. At end of turn, transform it into a 3/3 Kin."
30029,Thunderclap,Artifact,4.0,N/A,N/A,Vetruvian,Rare,Ancients,"When your General destroys a minion, summon a copy of it nearby."
11115,Thunderhorn,Minion,4.0,4.0,5.0,Neutral,Epic,Unearthed,"Whenever this minion damages an enemy, it also damages all joined enemies."
11139,Timekeeper,Minion,4.0,2.0,2.0,Neutral,Common,Immortal,<b>Opening Gambit</b>: Your buildings progress by 1 turn.
20232,Trinity Oath,Spell,4.0,N/A,N/A,Lyonar,Epic,Ancients,Draw 3 cards and restore 3 Health to your General.
242,Trygon Obelysk,Structure,4.0,0.0,9.0,Vetruvian,Legendary,Unearthed,<b>Summon Dervish</b><br/><b>Summon Dervish</b><br/><b>Summon Dervish</b>
11036,Unseven,Minion,4.0,2.0,4.0,Neutral,Legendary,Core,<b>Dying Wish</b>: Summon a minion with <b>Dying Wish</b> from your action bar.
20245,Valknu's Seal,Spell,4.0,N/A,N/A,Magmar,Epic,Ancients,Summon an Egg that hatches into a copy of your General.
20334,Vellumscry,Spell,4.0,N/A,N/A,Abyssian,Common,Immortal,Destroy a friendly minion to draw three cards.
20296,Verdant Fulmination,Spell,4.0,N/A,N/A,Magmar,Epic,Unearthed,Your minions on friendly <b>Primal Flourish</b> grow. Turn your other minions' spaces into <b>Primal Flourish</b>.
413,Veteran Silithar,Minion,4.0,4.0,3.0,Magmar,Common,Core,<b>Rebirth</b>
515,Voice of the Wind,Minion,4.0,4.0,4.0,Vanar,Legendary,Core,"Whenever you summon a minion from your action bar, summon a 2/2 Vespyr Winter Maerid nearby."
20208,Wailing Overdrive,Spell,4.0,N/A,N/A,Vanar,Common,ShimZar,Give a friendly minion on your opponent's starting side of the battlefield +5/+5.
41,War Judicator,Minion,4.0,4.0,5.0,Lyonar,Rare,Unearthed,Nearby friendly minions cannot be targeted by enemy spells.
244,Wasteland Wraith,Minion,4.0,1.0,5.0,Vetruvian,Epic,Unearthed,"At the start of your turn, destroy this and all enemy minions."
30021,White Asp,Artifact,4.0,N/A,N/A,Vanar,Legendary,ShimZar,"Your General gains +3 Attack. Whenever your General destroys a minion, summon a 3/3 Blazing Spine Wall on that space."
11019,White Widow,Minion,4.0,3.0,4.0,Neutral,Rare,Core,"Whenever you replace a card, deal 2 damage to a random enemy."
422,Wild Inceptor,Minion,4.0,3.0,3.0,Magmar,Common,ShimZar,<b>Opening Gambit</b>: Hatch a friendly Egg.
150,Wildfire Tenketsu,Minion,4.0,3.0,5.0,Songhai,Epic,Immortal,<b>Blood Surge</b>: Put an Eight Gates into your action bar.
208,Wind Shrike,Minion,4.0,4.0,3.0,Vetruvian,Basic,Core,<b>Flying</b><br/><b>Dying Wish</b>: Draw a card.
528,Wind Sister Maia,Minion,4.0,4.0,5.0,Vanar,Legendary,Core,"Whenever you summon a minion with <b>Infiltrate</b>, it gains +1/+1."
239,Wind Striker,Golem,4.0,1.0,4.0,Vetruvian,Epic,Ancients,<b>Flying</b><br/><b>Opening Gambit</b>: Equip a Staff of Y'kir to your General.
56,Windcliffe Alarmist,Minion,4.0,2.0,2.0,Lyonar,Common,Mythron,<b>Opening Gambit</b>: Summon a 5/5 Windcliffe Protector with <b>Provoke</b> from your deck.
30019,Winterblade,Artifact,4.0,N/A,N/A,Vanar,Epic,Core,Your General gains +2 Attack. Enemy minions damaged by your General are <b>Stunned</b>.
20330,Wintertide,Spell,4.0,N/A,N/A,Vanar,Epic,Immortal,Summon three 2/2 Vespyr Winter Maerids on any column.
30051,Wraithcrown,Artifact,4.0,N/A,N/A,Abyssian,Epic,Mythron,Friendly Wraithlings have +2/+2.
19034,Young Flamewing,Minion,4.0,5.0,4.0,Neutral,Basic,Core,<b>Flying</b>.
